sku,month,sales_qty_raw,sales_status,unit,is_complete_month,target_qty,stock_qty_model,lag_1,lag_2,lag_3,lag_6,lag_12,opening_stock_lag_1,history_calendar_months,history_observed_months,mean_3,observations_3,mean_6,observations_6,std_6,missing_share_6,zero_share_6,month_number,days_in_month,history_sufficient,stock_qty_raw,stock_status
300200883_,2024-12-01,,blank,шт,True,,,3.0,26.0,21.0,,,,11,4,16.666666666666668,3.0,15.0,4.0,10.424330514074594,0.33333333333333337,0.0,12,31,True,59.0,observed
300200883_,2025-01-01,4.0,observed,шт,True,4.0,,,3.0,26.0,,,,12,4,14.5,2.0,15.0,4.0,10.424330514074594,0.33333333333333337,0.0,1,31,True,74.0,observed
300200883_,2025-02-01,4.0,observed,шт,True,4.0,,4.0,,3.0,10.0,,,13,5,3.5,2.0,12.8,5.0,10.2810505299799,0.16666666666666663,0.0,2,28,True,70.0,observed
300200883_,2025-03-01,,blank,шт,True,,,4.0,4.0,,21.0,,,14,6,4.0,2.0,11.6,5.0,11.013627921806693,0.16666666666666663,0.0,3,31,True,66.0,observed
300200883_,2025-04-01,4.0,observed,шт,True,4.0,,,4.0,4.0,26.0,,,15,6,4.0,2.0,9.25,4.0,11.176612486199325,0.33333333333333337,0.0,4,30,True,81.0,observed
300200883_,2025-05-01,34.0,observed,шт,True,34.0,,4.0,,4.0,3.0,,,16,7,4.0,2.0,3.75,4.0,0.5000000000000062,0.33333333333333337,0.0,5,31,True,77.0,observed
300200883_,2025-06-01,3.0,observed,шт,True,3.0,,34.0,4.0,,,,,17,8,19.0,2.0,11.5,4.0,15.0,0.33333333333333337,0.0,6,30,True,43.0,observed
300200883_,2025-07-01,,blank,шт,True,,,3.0,34.0,4.0,4.0,,,18,9,13.666666666666666,3.0,9.8,5.0,13.535139452550904,0.16666666666666663,0.0,7,31,True,40.0,observed
300200883_,2025-08-01,,blank,шт,True,,,,3.0,34.0,4.0,10.0,,19,9,18.5,2.0,11.25,4.0,15.173990905493518,0.33333333333333337,0.0,8,31,True,90.0,observed
300200883_,2025-09-01,-10.0,negative,шт,True,,,,,3.0,,21.0,,20,9,3.0,1.0,13.666666666666666,3.0,17.61628034896508,0.5,0.0,9,30,True,90.0,observed
300200883_,2025-10-01,2.0,observed,шт,True,2.0,,,,,4.0,26.0,,21,9,,0.0,13.666666666666666,3.0,17.61628034896508,0.5,0.0,10,31,True,100.0,observed
300200883_,2025-11-01,,blank,шт,True,,,2.0,,,34.0,3.0,,22,10,2.0,1.0,13.0,3.0,18.193405398660254,0.5,0.0,11,30,True,98.0,observed
300200883_,2025-12-01,,blank,шт,True,,,,2.0,,3.0,,,23,10,2.0,1.0,2.5,2.0,0.7071067811865476,0.6666666666666667,0.0,12,31,True,98.0,observed
300200883_,2026-01-01,,blank,шт,True,,,,,2.0,,4.0,,24,10,2.0,1.0,2.0,1.0,,0.8333333333333334,0.0,1,31,True,98.0,observed
300200883_,2026-02-01,,blank,шт,True,,,,,,,4.0,,25,10,,0.0,2.0,1.0,,0.8333333333333334,0.0,2,28,True,98.0,observed
300200883_,2026-03-01,,blank,шт,True,,,,,,,,,26,10,,0.0,2.0,1.0,,0.8333333333333334,0.0,3,31,True,98.0,observed
300200883_,2026-04-01,,blank,шт,True,,,,,,2.0,4.0,,27,10,,0.0,2.0,1.0,,0.8333333333333334,0.0,4,30,True,98.0,observed
300200883_,2026-05-01,,blank,шт,True,,,,,,,34.0,,28,10,,0.0,,0.0,,1.0,,5,31,True,98.0,observed
300200883_,2026-06-01,,blank,шт,True,,,,,,,3.0,,29,10,,0.0,,0.0,,1.0,,6,30,True,96.0,observed
300200883_,2026-07-01,,blank,шт,True,,,,,,,,,30,10,,0.0,,0.0,,1.0,,7,31,True,96.0,observed
300200883_,2026-08-01,14.0,observed,шт,True,14.0,,,,,,,,31,10,,0.0,,0.0,,1.0,,8,31,True,96.0,observed
300200883_,2026-09-01,,blank,шт,False,,,14.0,,,,,,32,11,14.0,1.0,14.0,1.0,,0.8333333333333334,0.0,9,30,True,82.0,observed
300200884_,2024-01-01,,blank,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,,blank
300200884_,2024-02-01,,blank,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,,blank
300200884_,2024-03-01,,blank,шт,True,,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False,,blank
300200884_,2024-04-01,,blank,шт,True,,,,,,,,,3,0,,0.0,,0.0,,1.0,,4,30,False,,blank
300200884_,2024-05-01,,blank,шт,True,,,,,,,,,4,0,,0.0,,0.0,,1.0,,5,31,False,,blank
300200884_,2024-06-01,,blank,шт,True,,,,,,,,,5,0,,0.0,,0.0,,1.0,,6,30,False,,blank
300200884_,2024-07-01,,blank,шт,True,,,,,,,,,6,0,,0.0,,0.0,,1.0,,7,31,False,,blank
300200884_,2024-08-01,10.0,observed,шт,True,10.0,,,,,,,,7,0,,0.0,,0.0,,1.0,,8,31,False,,blank
300200884_,2024-09-01,,blank,шт,True,,,10.0,,,,,,8,1,10.0,1.0,10.0,1.0,,0.8333333333333334,0.0,9,30,False,70.0,observed
300200884_,2024-10-01,9.0,observed,шт,True,9.0,,,10.0,,,,,9,1,10.0,1.0,10.0,1.0,,0.8333333333333334,0.0,10,31,False,69.0,observed
300200884_,2024-11-01,,blank,шт,True,,,9.0,,10.0,,,,10,2,9.5,2.0,9.5,2.0,0.7071067811865476,0.6666666666666667,0.0,11,30,False,60.0,observed
300200884_,2024-12-01,,blank,шт,True,,,,9.0,,,,,11,2,9.0,1.0,9.5,2.0,0.7071067811865476,0.6666666666666667,0.0,12,31,False,60.0,observed
300200884_,2025-01-01,3.0,observed,шт,True,3.0,,,,9.0,,,,12,2,9.0,1.0,9.5,2.0,0.7071067811865476,0.6666666666666667,0.0,1,31,False,60.0,observed
300200884_,2025-02-01,2.0,observed,шт,True,2.0,,3.0,,,10.0,,,13,3,3.0,1.0,7.333333333333333,3.0,3.785938897200183,0.5,0.0,2,28,True,57.0,observed
300200884_,2025-03-01,,blank,шт,True,,,2.0,3.0,,,,,14,4,2.5,2.0,4.666666666666667,3.0,3.7859388972001833,0.5,0.0,3,31,True,55.0,observed
300200884_,2025-04-01,10.0,observed,шт,True,10.0,,,2.0,3.0,9.0,,,15,4,2.5,2.0,4.666666666666667,3.0,3.7859388972001833,0.5,0.0,4,30,True,55.0,observed
300200884_,2025-05-01,3.0,observed,шт,True,3.0,,10.0,,2.0,,,,16,5,6.0,2.0,5.0,3.0,4.358898943540674,0.5,0.0,5,31,True,45.0,observed
300200884_,2025-06-01,,blank,шт,True,,,3.0,10.0,,,,,17,6,6.5,2.0,4.5,4.0,3.696845502136473,0.33333333333333337,0.0,6,30,True,42.0,observed
300200884_,2025-07-01,,blank,шт,True,,,,3.0,10.0,3.0,,,18,6,6.5,2.0,4.5,4.0,3.696845502136473,0.33333333333333337,0.0,7,31,True,42.0,observed
300200884_,2025-08-01,,blank,шт,True,,,,,3.0,2.0,10.0,,19,6,3.0,1.0,5.0,3.0,4.358898943540674,0.5,0.0,8,31,True,42.0,observed
300200884_,2025-09-01,-10.0,negative,шт,True,,,,,,,,,20,6,,0.0,6.5,2.0,4.9497474683058345,0.6666666666666667,0.0,9,30,True,42.0,observed
300200884_,2025-10-01,,blank,шт,True,,,,,,10.0,9.0,,21,6,,0.0,6.5,2.0,4.9497474683058345,0.6666666666666667,0.0,10,31,True,52.0,observed
300200884_,2025-11-01,,blank,шт,True,,,,,,3.0,,,22,6,,0.0,3.0,1.0,,0.8333333333333334,0.0,11,30,True,52.0,observed
300200884_,2025-12-01,,blank,шт,True,,,,,,,,,23,6,,0.0,,0.0,,1.0,,12,31,True,52.0,observed
300200884_,2026-01-01,,blank,шт,True,,,,,,,3.0,,24,6,,0.0,,0.0,,1.0,,1,31,True,52.0,observed
300200884_,2026-02-01,,blank,шт,True,,,,,,,2.0,,25,6,,0.0,,0.0,,1.0,,2,28,True,52.0,observed
300200884_,2026-03-01,,blank,шт,True,,,,,,,,,26,6,,0.0,,0.0,,1.0,,3,31,True,52.0,observed
300200884_,2026-04-01,,blank,шт,True,,,,,,,10.0,,27,6,,0.0,,0.0,,1.0,,4,30,True,52.0,observed
300200884_,2026-05-01,,blank,шт,True,,,,,,,3.0,,28,6,,0.0,,0.0,,1.0,,5,31,True,52.0,observed
300200884_,2026-06-01,,blank,шт,True,,,,,,,,,29,6,,0.0,,0.0,,1.0,,6,30,True,37.0,observed
300200884_,2026-07-01,1.0,observed,шт,True,1.0,,,,,,,,30,6,,0.0,,0.0,,1.0,,7,31,True,37.0,observed
300200884_,2026-08-01,3.0,observed,шт,True,3.0,,1.0,,,,,,31,7,1.0,1.0,1.0,1.0,,0.8333333333333334,0.0,8,31,True,36.0,observed
300200884_,2026-09-01,,blank,шт,False,,,3.0,1.0,,,,,32,8,2.0,2.0,2.0,2.0,1.4142135623730951,0.6666666666666667,0.0,9,30,True,33.0,observed
300200885_,2024-01-01,,blank,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,,blank
300200885_,2024-02-01,,blank,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,,blank
300200885_,2024-03-01,,blank,шт,True,,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False,,blank
300200885_,2024-04-01,,blank,шт,True,,,,,,,,,3,0,,0.0,,0.0,,1.0,,4,30,False,,blank
300200885_,2024-05-01,,blank,шт,True,,,,,,,,,4,0,,0.0,,0.0,,1.0,,5,31,False,,blank
300200885_,2024-06-01,,blank,шт,True,,,,,,,,,5,0,,0.0,,0.0,,1.0,,6,30,False,,blank
300200885_,2024-07-01,,blank,шт,True,,,,,,,,,6,0,,0.0,,0.0,,1.0,,7,31,False,,blank
300200885_,2024-08-01,10.0,observed,шт,True,10.0,,,,,,,,7,0,,0.0,,0.0,,1.0,,8,31,False,,blank
300200885_,2024-09-01,2.0,observed,шт,True,2.0,,10.0,,,,,,8,1,10.0,1.0,10.0,1.0,,0.8333333333333334,0.0,9,30,False,50.0,observed
300200885_,2024-10-01,10.0,observed,шт,True,10.0,,2.0,10.0,,,,,9,2,6.0,2.0,6.0,2.0,5.656854249492381,0.6666666666666667,0.0,10,31,False,47.0,observed
300200885_,2024-11-01,,blank,шт,True,,,10.0,2.0,10.0,,,,10,3,7.333333333333333,3.0,7.333333333333333,3.0,4.618802153517007,0.5,0.0,11,30,True,37.0,observed
300200885_,2024-12-01,,blank,шт,True,,,,10.0,2.0,,,,11,3,6.0,2.0,7.333333333333333,3.0,4.618802153517007,0.5,0.0,12,31,True,37.0,observed
300200885_,2025-01-01,,blank,шт,True,,,,,10.0,,,,12,3,10.0,1.0,7.333333333333333,3.0,4.618802153517007,0.5,0.0,1,31,True,57.0,observed
300200885_,2025-02-01,,blank,шт,True,,,,,,10.0,,,13,3,,0.0,7.333333333333333,3.0,4.618802153517007,0.5,0.0,2,28,True,37.0,observed
300200885_,2025-03-01,,blank,шт,True,,,,,,2.0,,,14,3,,0.0,6.0,2.0,5.656854249492381,0.6666666666666667,0.0,3,31,True,37.0,observed
300200885_,2025-04-01,2.0,observed,шт,True,2.0,,,,,10.0,,,15,3,,0.0,10.0,1.0,,0.8333333333333334,0.0,4,30,True,37.0,observed
300200885_,2025-05-01,3.0,observed,шт,True,3.0,,2.0,,,,,,16,4,2.0,1.0,2.0,1.0,,0.8333333333333334,0.0,5,31,True,35.0,observed
300200885_,2025-06-01,,blank,шт,True,,,3.0,2.0,,,,,17,5,2.5,2.0,2.5,2.0,0.7071067811865476,0.6666666666666667,0.0,6,30,True,32.0,observed
300200885_,2025-07-01,,blank,шт,True,,,,3.0,2.0,,,,18,5,2.5,2.0,2.5,2.0,0.7071067811865476,0.6666666666666667,0.0,7,31,True,32.0,observed
300200885_,2025-08-01,,blank,шт,True,,,,,3.0,,10.0,,19,5,3.0,1.0,2.5,2.0,0.7071067811865476,0.6666666666666667,0.0,8,31,True,32.0,observed
300200885_,2025-09-01,-10.0,negative,шт,True,,,,,,,2.0,,20,5,,0.0,2.5,2.0,0.7071067811865476,0.6666666666666667,0.0,9,30,True,32.0,observed
300200885_,2025-10-01,,blank,шт,True,,,,,,2.0,10.0,,21,5,,0.0,2.5,2.0,0.7071067811865476,0.6666666666666667,0.0,10,31,True,42.0,observed
300200885_,2025-11-01,,blank,шт,True,,,,,,3.0,,,22,5,,0.0,3.0,1.0,,0.8333333333333334,0.0,11,30,True,42.0,observed
300200885_,2025-12-01,,blank,шт,True,,,,,,,,,23,5,,0.0,,0.0,,1.0,,12,31,True,42.0,observed
300200885_,2026-01-01,,blank,шт,True,,,,,,,,,24,5,,0.0,,0.0,,1.0,,1,31,True,42.0,observed
300200885_,2026-02-01,,blank,шт,True,,,,,,,,,25,5,,0.0,,0.0,,1.0,,2,28,True,42.0,observed
300200885_,2026-03-01,,blank,шт,True,,,,,,,,,26,5,,0.0,,0.0,,1.0,,3,31,True,42.0,observed
300200885_,2026-04-01,,blank,шт,True,,,,,,,2.0,,27,5,,0.0,,0.0,,1.0,,4,30,True,42.0,observed
300200885_,2026-05-01,,blank,шт,True,,,,,,,3.0,,28,5,,0.0,,0.0,,1.0,,5,31,True,42.0,observed
300200885_,2026-06-01,,blank,шт,True,,,,,,,,,29,5,,0.0,,0.0,,1.0,,6,30,True,42.0,observed
300200885_,2026-07-01,1.0,observed,шт,True,1.0,,,,,,,,30,5,,0.0,,0.0,,1.0,,7,31,True,42.0,observed
300200885_,2026-08-01,,blank,шт,True,,,1.0,,,,,,31,6,1.0,1.0,1.0,1.0,,0.8333333333333334,0.0,8,31,True,41.0,observed
300200885_,2026-09-01,,blank,шт,False,,,,1.0,,,,,32,6,1.0,1.0,1.0,1.0,,0.8333333333333334,0.0,9,30,True,41.0,observed
300200886_,2024-01-01,,blank,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,,blank
300200886_,2024-02-01,,blank,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,,blank
300200886_,2024-03-01,,blank,шт,True,,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False,,blank
300200886_,2024-04-01,,blank,шт,True,,,,,,,,,3,0,,0.0,,0.0,,1.0,,4,30,False,,blank
300200886_,2024-05-01,,blank,шт,True,,,,,,,,,4,0,,0.0,,0.0,,1.0,,5,31,False,,blank
300200886_,2024-06-01,,blank,шт,True,,,,,,,,,5,0,,0.0,,0.0,,1.0,,6,30,False,,blank
300200886_,2024-07-01,,blank,шт,True,,,,,,,,,6,0,,0.0,,0.0,,1.0,,7,31,False,,blank
300200886_,2024-08-01,10.0,observed,шт,True,10.0,,,,,,,,7,0,,0.0,,0.0,,1.0,,8,31,False,,blank
300200886_,2024-09-01,,blank,шт,True,,,10.0,,,,,,8,1,10.0,1.0,10.0,1.0,,0.8333333333333334,0.0,9,30,False,30.0,observed
300200886_,2024-10-01,,blank,шт,True,,,,10.0,,,,,9,1,10.0,1.0,10.0,1.0,,0.8333333333333334,0.0,10,31,False,39.0,observed
300200886_,2024-11-01,,blank,шт,True,,,,,10.0,,,,10,1,10.0,1.0,10.0,1.0,,0.8333333333333334,0.0,11,30,False,39.0,observed
300200886_,2024-12-01,,blank,шт,True,,,,,,,,,11,1,,0.0,10.0,1.0,,0.8333333333333334,0.0,12,31,False,39.0,observed
300200886_,2025-01-01,,blank,шт,True,,,,,,,,,12,1,,0.0,10.0,1.0,,0.8333333333333334,0.0,1,31,False,39.0,observed
300200886_,2025-02-01,,blank,шт,True,,,,,,10.0,,,13,1,,0.0,10.0,1.0,,0.8333333333333334,0.0,2,28,False,39.0,observed
300200886_,2025-03-01,,blank,шт,True,,,,,,,,,14,1,,0.0,,0.0,,1.0,,3,31,False,39.0,observed
300200886_,2025-04-01,1.0,observed,шт,True,1.0,,,,,,,,15,1,,0.0,,0.0,,1.0,,4,30,False,39.0,observed
300200886_,2025-05-01,1.0,observed,шт,True,1.0,,1.0,,,,,,16,2,1.0,1.0,1.0,1.0,,0.8333333333333334,0.0,5,31,False,38.0,observed
300200886_,2025-06-01,,blank,шт,True,,,1.0,1.0,,,,,17,3,1.0,2.0,1.0,2.0,0.0,0.6666666666666667,0.0,6,30,True,37.0,observed
300200886_,2025-07-01,,blank,шт,True,,,,1.0,1.0,,,,18,3,1.0,2.0,1.0,2.0,0.0,0.6666666666666667,0.0,7,31,True,37.0,observed
300200886_,2025-08-01,,blank,шт,True,,,,,1.0,,10.0,,19,3,1.0,1.0,1.0,2.0,0.0,0.6666666666666667,0.0,8,31,True,36.0,observed
300200886_,2025-09-01,-10.0,negative,шт,True,,,,,,,,,20,3,,0.0,1.0,2.0,0.0,0.6666666666666667,0.0,9,30,True,36.0,observed
300200886_,2025-10-01,,blank,шт,True,,,,,,1.0,,,21,3,,0.0,1.0,2.0,0.0,0.6666666666666667,0.0,10,31,True,46.0,observed
300200886_,2025-11-01,,blank,шт,True,,,,,,1.0,,,22,3,,0.0,1.0,1.0,,0.8333333333333334,0.0,11,30,True,46.0,observed
300200886_,2025-12-01,,blank,шт,True,,,,,,,,,23,3,,0.0,,0.0,,1.0,,12,31,True,46.0,observed
300200886_,2026-01-01,,blank,шт,True,,,,,,,,,24,3,,0.0,,0.0,,1.0,,1,31,True,46.0,observed
300200886_,2026-02-01,,blank,шт,True,,,,,,,,,25,3,,0.0,,0.0,,1.0,,2,28,True,46.0,observed
300200886_,2026-03-01,,blank,шт,True,,,,,,,,,26,3,,0.0,,0.0,,1.0,,3,31,True,46.0,observed
300200886_,2026-04-01,,blank,шт,True,,,,,,,1.0,,27,3,,0.0,,0.0,,1.0,,4,30,True,46.0,observed
300200886_,2026-05-01,,blank,шт,True,,,,,,,1.0,,28,3,,0.0,,0.0,,1.0,,5,31,True,46.0,observed
300200886_,2026-06-01,,blank,шт,True,,,,,,,,,29,3,,0.0,,0.0,,1.0,,6,30,True,46.0,observed
300200886_,2026-07-01,,blank,шт,True,,,,,,,,,30,3,,0.0,,0.0,,1.0,,7,31,True,46.0,observed
300200886_,2026-08-01,,blank,шт,True,,,,,,,,,31,3,,0.0,,0.0,,1.0,,8,31,True,46.0,observed
300200886_,2026-09-01,,blank,шт,False,,,,,,,,,32,3,,0.0,,0.0,,1.0,,9,30,True,46.0,observed
300200887_,2024-01-01,,blank,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,,blank
300200887_,2024-02-01,,blank,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,,blank
300200887_,2024-03-01,,blank,шт,True,,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False,,blank
300200887_,2024-04-01,,blank,шт,True,,,,,,,,,3,0,,0.0,,0.0,,1.0,,4,30,False,,blank
300200887_,2024-05-01,,blank,шт,True,,,,,,,,,4,0,,0.0,,0.0,,1.0,,5,31,False,,blank
300200887_,2024-06-01,,blank,шт,True,,,,,,,,,5,0,,0.0,,0.0,,1.0,,6,30,False,,blank
300200887_,2024-07-01,,blank,шт,True,,,,,,,,,6,0,,0.0,,0.0,,1.0,,7,31,False,,blank
300200887_,2024-08-01,4.0,observed,шт,True,4.0,,,,,,,,7,0,,0.0,,0.0,,1.0,,8,31,False,,blank
300200887_,2024-09-01,87.0,observed,шт,True,87.0,,4.0,,,,,,8,1,4.0,1.0,4.0,1.0,,0.8333333333333334,0.0,9,30,False,495.0,observed
300200887_,2024-10-01,35.0,observed,шт,True,35.0,,87.0,4.0,,,,,9,2,45.5,2.0,45.5,2.0,58.68986283848344,0.6666666666666667,0.0,10,31,False,406.0,observed
300200887_,2024-11-01,62.0,observed,шт,True,62.0,,35.0,87.0,4.0,,,,10,3,42.0,3.0,42.0,3.0,41.94043395102154,0.5,0.0,11,30,True,371.0,observed
300200887_,2024-12-01,27.0,observed,шт,True,27.0,,62.0,35.0,87.0,,,,11,4,61.333333333333336,3.0,47.0,4.0,35.67445397853577,0.33333333333333337,0.0,12,31,True,309.0,observed
300200887_,2025-01-01,35.0,observed,шт,True,35.0,,27.0,62.0,35.0,,,,12,5,41.333333333333336,3.0,43.0,5.0,32.16364407215078,0.16666666666666663,0.0,1,31,True,282.0,observed
300200887_,2025-02-01,19.0,observed,шт,True,19.0,,35.0,27.0,62.0,4.0,,,13,6,41.333333333333336,3.0,41.666666666666664,6.0,28.95283520946898,0.0,0.0,2,28,True,247.0,observed
300200887_,2025-03-01,10.0,observed,шт,True,10.0,,19.0,35.0,27.0,87.0,,,14,7,27.0,3.0,44.166666666666664,6.0,25.490521114066432,0.0,0.0,3,31,True,228.0,observed
300200887_,2025-04-01,3.0,observed,шт,True,3.0,,10.0,19.0,35.0,35.0,,,15,8,21.333333333333332,3.0,31.333333333333332,6.0,17.851237118661178,0.0,0.0,4,30,True,218.0,observed
300200887_,2025-05-01,,blank,шт,True,,,3.0,10.0,19.0,62.0,,,16,9,10.666666666666666,3.0,26.0,6.0,21.033306920215846,0.0,0.0,5,31,True,240.0,observed
300200887_,2025-06-01,105.0,observed,шт,True,105.0,,,3.0,10.0,27.0,,,17,9,6.5,2.0,18.8,5.0,12.814054783713068,0.16666666666666663,0.0,6,30,True,295.0,observed
300200887_,2025-07-01,2.0,observed,шт,True,2.0,,105.0,,3.0,35.0,,,18,10,54.0,2.0,34.4,5.0,41.24075654010241,0.16666666666666663,0.0,7,31,True,190.0,observed
300200887_,2025-08-01,122.0,observed,шт,True,122.0,,2.0,105.0,,19.0,4.0,,19,11,53.5,2.0,27.8,5.0,43.68867130046415,0.16666666666666663,0.0,8,31,True,186.0,observed
300200887_,2025-09-01,,blank,шт,True,,,122.0,2.0,105.0,10.0,87.0,,20,12,76.33333333333333,3.0,48.4,5.0,59.810534189221215,0.16666666666666663,0.0,9,30,True,64.0,observed
300200887_,2025-10-01,69.0,observed,шт,True,69.0,,,122.0,2.0,3.0,35.0,,21,12,62.0,2.0,58.0,4.0,64.46187503736867,0.33333333333333337,0.0,10,31,True,194.0,observed
300200887_,2025-11-01,84.0,observed,шт,True,84.0,,69.0,,122.0,,62.0,,22,13,95.5,2.0,74.5,4.0,53.14445722117534,0.33333333333333337,0.0,11,30,True,125.0,observed
300200887_,2025-12-01,33.0,observed,шт,True,33.0,,84.0,69.0,,105.0,27.0,,23,14,76.5,2.0,76.4,5.0,46.22012548663192,0.16666666666666663,0.0,12,31,True,148.0,observed
300200887_,2026-01-01,77.0,observed,шт,True,77.0,,33.0,84.0,69.0,2.0,35.0,,24,15,62.0,3.0,62.0,5.0,46.297948118680175,0.16666666666666663,0.0,1,31,True,110.0,observed
300200887_,2026-02-01,39.0,observed,шт,True,39.0,,77.0,33.0,84.0,122.0,19.0,,25,16,64.66666666666667,3.0,77.0,5.0,31.913946794465918,0.16666666666666663,0.0,2,28,True,33.0,observed
300200887_,2026-03-01,34.0,observed,шт,True,34.0,,39.0,77.0,33.0,,10.0,,26,17,49.666666666666664,3.0,60.4,5.0,22.995651762887714,0.16666666666666663,0.0,3,31,True,44.0,observed
300200887_,2026-04-01,,blank,шт,True,,,34.0,39.0,77.0,69.0,3.0,,27,18,50.0,3.0,56.0,6.0,23.220680437920002,0.0,0.0,4,30,True,130.0,observed
300200887_,2026-05-01,64.0,observed,шт,True,64.0,,,34.0,39.0,84.0,,,28,18,36.5,2.0,53.4,5.0,24.96597684850326,0.16666666666666663,0.0,5,31,True,160.0,observed
300200887_,2026-06-01,50.0,observed,шт,True,50.0,,64.0,,34.0,33.0,105.0,,29,19,49.0,2.0,49.4,5.0,19.93238570768689,0.16666666666666663,0.0,6,30,True,96.0,observed
300200887_,2026-07-01,68.0,observed,шт,True,68.0,,50.0,64.0,,77.0,2.0,,30,20,57.0,2.0,52.8,5.0,17.767948671695354,0.16666666666666663,0.0,7,31,True,66.0,observed
300200887_,2026-08-01,1.0,observed,шт,True,1.0,,68.0,50.0,64.0,39.0,122.0,,31,21,60.666666666666664,3.0,51.0,5.0,14.933184523068103,0.16666666666666663,0.0,8,31,True,164.0,observed
300200887_,2026-09-01,,blank,шт,False,,,1.0,68.0,50.0,34.0,,,32,22,39.666666666666664,3.0,43.4,5.0,27.199264695943537,0.16666666666666663,0.0,9,30,True,163.0,observed
300200888_,2024-01-01,,blank,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,,blank
300200888_,2024-02-01,,blank,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,,blank
300200888_,2024-03-01,,blank,шт,True,,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False,,blank
300200888_,2024-04-01,,blank,шт,True,,,,,,,,,3,0,,0.0,,0.0,,1.0,,4,30,False,,blank
300200888_,2024-05-01,,blank,шт,True,,,,,,,,,4,0,,0.0,,0.0,,1.0,,5,31,False,,blank
300200888_,2024-06-01,,blank,шт,True,,,,,,,,,5,0,,0.0,,0.0,,1.0,,6,30,False,,blank
300200888_,2024-07-01,,blank,шт,True,,,,,,,,,6,0,,0.0,,0.0,,1.0,,7,31,False,,blank
300200888_,2024-08-01,,blank,шт,True,,,,,,,,,7,0,,0.0,,0.0,,1.0,,8,31,False,,blank
300200888_,2024-09-01,,blank,шт,True,,,,,,,,,8,0,,0.0,,0.0,,1.0,,9,30,False,,blank
300200888_,2024-10-01,16.0,observed,шт,True,16.0,,,,,,,,9,0,,0.0,,0.0,,1.0,,10,31,False,150.0,observed
300200888_,2024-11-01,23.0,observed,шт,True,23.0,,16.0,,,,,,10,1,16.0,1.0,16.0,1.0,,0.8333333333333334,0.0,11,30,False,134.0,observed
300200888_,2024-12-01,7.0,observed,шт,True,7.0,,23.0,16.0,,,,,11,2,19.5,2.0,19.5,2.0,4.949747468305833,0.6666666666666667,0.0,12,31,False,110.0,observed
300200888_,2025-01-01,10.0,observed,шт,True,10.0,,7.0,23.0,16.0,,,,12,3,15.333333333333334,3.0,15.333333333333334,3.0,8.020806277010642,0.5,0.0,1,31,True,102.0,observed
300200888_,2025-02-01,24.0,observed,шт,True,24.0,,10.0,7.0,23.0,,,,13,4,13.333333333333334,3.0,14.0,4.0,7.0710678118654755,0.33333333333333337,0.0,2,28,True,92.0,observed
300200888_,2025-03-01,1.0,observed,шт,True,1.0,,24.0,10.0,7.0,,,,14,5,13.666666666666666,3.0,16.0,5.0,7.582875444051551,0.16666666666666663,0.0,3,31,True,68.0,observed
300200888_,2025-04-01,,blank,шт,True,,,1.0,24.0,10.0,16.0,,,15,6,11.666666666666666,3.0,13.5,6.0,9.137833441248533,0.0,0.0,4,30,True,77.0,observed
300200888_,2025-05-01,,blank,шт,True,,,,1.0,24.0,23.0,,,16,6,12.5,2.0,13.0,5.0,10.124228365658293,0.16666666666666663,0.0,5,31,True,92.0,observed
300200888_,2025-06-01,10.0,observed,шт,True,10.0,,,,1.0,7.0,,,17,6,1.0,1.0,10.5,4.0,9.746794344808963,0.33333333333333337,0.0,6,30,True,92.0,observed
300200888_,2025-07-01,,blank,шт,True,,,10.0,,,10.0,,,18,7,10.0,1.0,11.25,4.0,9.5,0.33333333333333337,0.0,7,31,True,82.0,observed
300200888_,2025-08-01,1.0,observed,шт,True,1.0,,,10.0,,24.0,,,19,7,10.0,1.0,11.666666666666666,3.0,11.590225767142474,0.5,0.0,8,31,True,81.0,observed
300200888_,2025-09-01,,blank,шт,True,,,1.0,,10.0,1.0,,,20,8,5.5,2.0,4.0,3.0,5.196152422706631,0.5,0.0,9,30,True,80.0,observed
300200888_,2025-10-01,12.0,observed,шт,True,12.0,,,1.0,,,16.0,,21,8,1.0,1.0,5.5,2.0,6.363961030678928,0.6666666666666667,0.0,10,31,True,80.0,observed
